# X1 X2 X3 X4 X5 X6
0.0423971 0.857139 0.382554 0.382211 -0.148864 -0.0536914
-0.335649 -0.671146 0.257696 -0.0754626 0.139527 -0.355698
-0.403674 -0.151103 -0.0448764 -0.219743 -0.304856 -0.462533
0.194758 -0.949649 0.624652 0.321548 0.406088 -0.47811
1.65807 3.04336 0.213694 0.431754 0.315257 0.212042
1.65843 2.49843 0.136403 0.127526 -0.196649 -0.0769635
1.10332 2.77682 0.109556 -0.0697645 0.228818 0.395831
-0.344545 -0.420364 0.178354 -0.354132 -0.867851 0.0567784
0.399256 -0.930971 0.255469 0.389863 0.17322 -0.107029
-0.43619 -0.144667 -0.0844258 -0.244281 -0.1195 -0.0794248
-0.319224 1.49408 0.711486 0.853091 0.280493 0.665658
0.367472 -0.0333362 -0.159479 0.543644 0.117191 -0.0703039
1.68248 2.31341 -0.0786326 0.0284451 0.153504 -0.36526
-0.331769 0.504714 -0.0742585 0.492966 -0.0549885 0.236325
1.14947 2.57653 0.39868 -0.434686 -0.266415 -0.110128
1.10201 2.85968 0.113799 0.0646177 -0.470267 -0.383991
1.86367 2.51112 0.27751 0.214245 0.351554 0.244515
0.723866 1.38705 -0.0496335 0.407183 0.0747519 0.0353465
0.190362 -0.689747 -0.242643 -0.0115675 0.0129657 0.101733
0.183197 -0.930748 -0.0628763 -0.703859 -0.28438 -0.241457
1.21714 2.13366 -0.0299935 0.49525 -0.399001 0.0272454
0.661414 1.54111 -0.133847 0.20672 0.424122 -0.388492
0.144621 -0.362321 -0.101451 0.181265 -0.0156208 0.175638
-0.0897394 0.876949 0.210748 0.0709511 -0.279503 -0.329047
0.227917 -1.35869 -0.10444 -0.605776 -0.538518 0.640569
1.90303 2.17695 -0.0584368 -0.133805 -0.0229145 0.382904
0.820507 1.93814 -0.152104 0.320381 0.275244 -0.103021
-0.00447456 1.09296 -0.0673955 -0.288679 -0.156455 -0.118813
-0.130879 -0.414064 -0.119662 0.32703 0.366193 -0.413177
1.40644 2.67084 -0.193979 0.085682 0.569024 0.00109045
0.207282 0.421719 0.0411834 0.0302354 -0.26426 0.115589
-0.149402 -1.39454 0.104929 0.562776 -0.498119 0.22821
0.0957565 -0.526914 -0.0159411 -0.322377 0.128958 -0.0609771
0.250525 1.09559 0.349143 -0.415919 0.134966 0.313318
0.712553 -0.29508 0.477288 0.0638345 -0.0988417 0.240333
0.132312 0.417096 0.504554 0.0771173 0.146236 -0.312189
1.67913 2.5501 0.299393 0.119818 0.0494599 0.0766125
0.0626966 0.480372 0.16164 0.189347 -0.0592148 -0.46545
1.68469 2.47029 0.232675 -0.191928 0.182827 -0.000703366
-0.092989 1.81819 -0.138565 -0.20465 0.188898 0.30634
0.0448584 2.50991 -0.409576 -0.146819 -0.196634 -0.050135
-0.114699 -0.315714 0.121876 0.365453 0.216385 0.0480513
0.455465 -0.505578 -0.555968 -0.623358 0.118752 -0.242152
0.495645 -0.0432472 -1.04629 -0.135165 -0.703753 0.12048
-0.33455 -0.188764 -0.181863 -0.383493 -0.360231 -0.325731
1.13351 2.35054 0.167074 0.000397217 0.13581 0.0626107
-0.088772 -0.635596 -0.030145 0.14002 -0.211318 -0.319143
-0.0659781 0.92707 0.0615875 0.0238035 -0.362959 0.326867
-0.10399 0.168569 0.25913 0.40132 -0.541778 0.572252
-0.0376549 0.104897 0.0843098 -0.125757 0.0757043 -0.592169
0.104148 -2.33758 0.221792 -0.0810339 -0.303485 0.24164
-0.148035 0.836586 -0.360495 -0.294452 0.0010526 0.610137
-0.551601 1.08459 -0.170981 0.188701 0.0611423 0.0828461
-0.0795543 0.0761833 -0.0738789 -0.490385 0.496807 0.124994
-0.113586 0.31654 -0.311984 -0.308736 0.0680876 -0.0911428
0.204424 0.64523 -0.147361 -0.0433261 -0.159159 0.318554
0.162483 0.13238 -0.148656 -0.19561 0.406686 -0.108579
0.972857 2.82748 0.0937203 -0.435899 0.0292599 -0.174997
0.235953 0.0740359 0.167185 -0.152866 0.115745 0.0298075
-0.305162 0.72612 0.324359 0.267116 0.473418 0.178774
2.04674 2.88735 -0.105616 0.0610201 -0.0642186 0.102621
0.0289383 -0.109668 0.360825 0.18225 0.191357 0.464591
1.58816 3.4163 -0.166687 0.136281 -0.311467 -0.0760713
0.152151 0.747397 0.029881 0.15116 0.299153 0.116388
0.199296 -0.393323 -0.221569 0.606398 -0.496771 -0.266319
0.185233 0.597925 -0.0494075 -0.104146 -0.041483 0.260947
0.0162695 -0.0651617 0.136447 0.12458 0.0180428 -0.0790235
0.0630353 0.180221 0.152039 0.18361 0.166809 0.178157
0.262679 -0.626963 0.386814 0.424785 0.0734855 0.0936614
2.25403 2.29185 -0.065996 -0.139335 0.176244 -0.0975004
0.112653 0.408635 -0.349712 -0.0759501 0.578366 0.252884
-0.300524 -0.744412 0.0154818 0.057745 -0.307651 -0.342222
-0.283 0.787191 0.26115 0.350239 0.630436 0.0139554
0.0273983 -0.177889 0.556367 -0.194322 -0.350063 -0.480958
0.0854374 -0.776008 -0.248368 -0.0660693 0.0602219 0.126124
-0.153778 -0.0811646 -0.00380885 0.600355 0.16775 -0.23977
0.144956 -0.596803 0.0521915 0.0797347 0.238887 0.228113
-0.500163 0.809652 0.0835158 0.676249 0.0240708 0.126883
0.373916 0.59658 0.274438 0.106367 -0.123515 -0.468441
1.60753 1.84158 0.305508 0.479521 -0.0177204 0.293414
-0.239815 -0.775442 0.0934734 -0.491989 -0.547673 -0.00205378
0.215612 -0.0371129 0.234002 0.0472209 -0.0808508 -0.348272
-0.261781 -0.831441 0.215688 -0.0778095 0.200457 -0.103558
-0.0539551 0.225062 0.0913201 0.436131 -0.0484736 -0.0833214
-0.191843 0.158356 -0.258605 -0.349955 -0.0471473 0.350017
0.0542728 -0.282031 -0.212901 0.147344 -0.456617 -0.199539
0.186095 1.55522 0.0999573 0.382315 0.181712 -0.0909541
-0.0116799 0.689901 0.0105186 -0.156178 -0.042697 -0.123674
0.00934429 -0.103996 0.13517 -0.466097 0.369808 -0.0800855
-0.358479 0.475581 -0.762353 0.525947 0.0828894 0.214711
1.33616 2.3841 0.362377 -0.161081 -0.310187 -0.340974
-0.212398 -0.232943 -0.2009 -0.0396654 -0.0805378 -0.758563
-0.313578 0.938802 0.27002 0.574348 0.174853 0.073799
0.229428 0.254651 -0.719457 -0.399417 0.0133449 0.299553
1.02101 2.24923 -0.262632 0.400813 0.26779 -0.307894
0.0648028 0.0613201 -0.450725 0.462271 -0.295778 -0.249353
-0.123667 0.737671 0.289451 -0.357206 0.165009 -0.146767
-0.315525 -0.405471 -0.040477 0.134889 0.103491 -0.154461
-0.10418 1.26482 -0.575703 0.161018 -0.482331 0.190152
-0.106933 0.0454762 0.159317 0.024435 -0.639353 0.185546
0.265798 -0.615283 -0.666033 0.083249 -0.114157 0.125601
0.0043296 0.991305 0.212665 -0.306279 -0.13892 0.044138
-0.00412501 -0.569337 0.0349904 0.35968 0.175011 -0.0362535
0.353992 1.77694 0.141293 0.347113 0.172978 0.264681
0.0258563 0.24671 0.241413 0.193086 0.594908 0.140943
0.214145 0.266595 -0.078682 -0.13985 0.143733 -0.268402
0.342693 -0.42354 0.442007 -0.204435 0.134587 0.125927
-0.370988 0.499773 -0.0584048 0.135069 -0.082988 -0.0951307
-0.281921 -0.661033 0.190397 -0.470699 -0.801614 -0.486032
0.311005 -0.475255 -0.0698926 0.100531 0.0539989 0.125722
0.0927854 -0.265568 -0.132989 0.0378663 -0.0564736 -0.0166405
0.265293 -0.441538 0.642986 -0.197469 -0.278593 -0.123829
1.54944 2.63257 -0.200265 -0.286905 0.335658 0.113728
-0.183046 -1.18905 -0.266675 -0.381799 0.102308 0.0373577
-0.24624 -0.204566 0.174643 -0.150784 0.401637 -0.182646
0.0987966 -0.32292 0.23008 0.369906 -0.605721 -0.119693
-0.523122 -2.20583 -0.129731 0.305227 -0.0731241 -0.0403705
-0.305853 1.03774 0.106147 -0.0407248 -0.127582 0.0816868
0.29648 -0.325624 0.481755 -0.0915191 -0.000391698 0.0939244
-0.0950417 0.231873 0.228748 -0.0686199 0.0950902 0.530323
0.481385 0.741202 0.0512726 -0.433371 -0.0460141 -0.15736
-0.662192 -0.224348 -0.610366 0.200515 -0.0504245 0.388302
-0.184709 -0.959342 0.853475 0.180264 0.0848739 -0.0788779
0.349746 0.468729 -0.35217 0.126195 -0.115282 -0.227342
-0.0251461 1.79531 0.384233 -0.333495 -0.381955 -0.32534
0.277082 -1.38234 -0.469458 0.0450234 0.158768 -0.309889
-0.296849 0.0579427 -0.0408134 0.129674 0.275891 0.267584
0.138648 0.192722 -0.0444525 0.228656 -0.281718 -0.11195
0.226619 -0.474304 0.211297 -0.324666 0.325939 -0.0707316
0.217044 0.968062 0.439337 -0.119659 0.289865 0.0405049
-0.403499 -1.06645 0.225771 0.477735 0.0696135 0.284149
-0.0407899 0.913378 -0.0615447 0.386412 -0.0215538 0.254814
-0.478247 -0.627864 -0.119699 -0.652463 -0.408505 0.212614
1.59214 1.74785 0.19007 0.174585 0.536772 0.0182985
0.965436 2.49395 -0.514189 0.606467 0.107078 -0.437459
0.0322357 1.02866 0.0134935 0.163022 0.154313 -0.294674
1.15492 3.11856 -0.519166 0.0720461 0.550086 0.214143
0.0996901 0.785802 0.375436 0.384635 0.209297 -0.0194284
0.0546457 -0.307602 -0.298058 0.0268935 -0.226937 0.367618
-0.320489 1.21529 0.236143 -0.361617 -0.0958922 -0.442473
-0.726974 -0.709625 0.0790885 0.17872 -0.581742 0.18854
0.530681 -0.894108 -0.498472 -0.181723 0.0983057 -0.645174
-0.421798 1.43792 -0.20394 -0.210267 0.175095 0.0953689
1.57358 2.51281 0.2842 0.139819 -0.161941 -0.118949
0.109872 0.10489 0.108057 -0.00191349 0.317069 0.220945
1.21769 2.49314 -0.163427 -0.545589 0.00361329 0.050973
1.2237 3.02711 -0.506161 -0.279897 -0.158416 -0.346635
-0.262757 -0.467524 0.604664 0.633756 0.214864 0.366611
0.193539 -0.419009 -0.0987853 0.0604504 0.100682 -0.210032
0.529894 -0.157156 0.372786 -0.328511 0.473998 0.160871
0.0832886 -0.681079 0.202669 -0.119775 0.35014 0.102975
-0.138203 -0.589151 0.059703 0.361854 0.145952 0.209594
-0.580853 0.301445 -0.446121 -0.56916 -0.00185279 -0.228812
0.175825 -1.05126 -0.183175 0.234076 -0.28835 -0.0192542
0.601851 0.764264 0.00102616 -0.0111336 -0.229988 0.0907314
0.707485 1.64912 0.0696481 0.0608223 0.249798 -0.507006
1.76555 2.50339 -0.34606 -0.0482629 -0.0982844 0.18418
0.0466811 0.543094 -0.0957814 0.132308 0.000940099 -0.400083
-0.321787 -1.11267 -0.104386 0.310356 0.431204 -0.100383
0.216692 0.560388 0.6623 0.186804 -0.287075 -0.113
0.137095 0.861272 0.121145 -0.149424 -0.347332 0.0191318
0.169552 -1.03456 -0.204581 -0.237149 0.0339385 0.210213
-0.275251 -0.471647 0.0816031 0.244742 0.442719 0.200209
0.94345 2.05329 -0.0636719 -0.316593 0.630333 0.070016
1.35586 2.27709 -0.564463 0.198323 0.217154 -0.0270354
-0.275392 -0.121763 -0.278532 0.0242807 -0.470194 -0.0403783
2.09019 2.11896 0.234876 0.13027 0.145726 0.18947
0.136684 -0.695401 -0.171854 0.00440288 -0.628171 0.36166
1.25306 2.04941 -0.0411185 0.104553 0.0835833 0.148247
-0.0921543 0.289879 -0.111615 0.385578 -0.418298 0.151151
1.63227 2.77614 0.0120207 0.214275 0.0399484 0.338955
-0.163419 0.583897 0.123093 -0.0581443 -0.285053 -0.0634227
0.0132757 -0.76035 0.483794 -0.408243 0.229752 -0.559046
0.0397188 -0.715951 0.480354 -0.0583705 0.23741 -0.303594
0.0713805 1.04367 -0.344065 -0.192728 -0.278357 0.247146
0.0298512 -0.567944 0.220773 0.140054 0.18588 0.642232
0.144482 0.0716756 0.308793 -0.550989 -0.0497039 0.0957672
-0.0699137 0.169749 0.268062 -0.307899 0.0962687 0.0480357
0.0592041 0.973735 -0.162011 0.132022 -0.305071 0.00239563
-0.291568 0.601353 -0.0323363 -0.146325 -0.0118018 0.490755
0.216766 -0.746333 0.335694 -0.160852 0.291303 0.106497
0.277566 1.58238 0.0623202 0.38389 -0.0808433 0.477716
-0.00944771 1.15678 -0.495407 0.630744 0.462069 0.206038
-0.0939501 0.380455 -0.0669095 -0.125473 -0.551217 0.207605
0.142586 -1.15885 -0.0363204 -0.426793 -0.160027 -0.169273
-0.0857936 -0.0051457 -0.112135 -0.215577 -0.0243438 0.168047
-0.303257 0.037635 -0.132637 0.108522 0.087779 0.258202
-0.0537692 0.0588521 -0.0445274 -0.106337 -0.0389146 -0.441151
0.65652 2.35662 0.00122489 0.376406 -0.0461194 -0.294502
0.0930806 -0.00680835 0.146768 0.0600051 0.0408276 -0.326629
1.75125 2.89339 0.324629 -0.41794 -0.0836643 -0.0546188
0.210812 1.53046 0.243646 -0.0659919 -0.0326808 0.306574
-0.716165 -0.320814 0.0380279 -0.629478 -0.0392968 0.201787
-0.439809 -0.964546 0.128584 0.45972 -0.0652515 0.0422336
0.188084 0.734017 -0.0513324 -0.00275456 0.51829 -0.0399477
0.0580411 -0.514237 0.223569 -0.310167 -0.0748327 0.311081
-0.359115 0.103844 0.135161 0.0951081 -0.376263 -0.0409949
1.45346 2.66461 -0.235762 -0.207137 0.425751 0.212815
-0.321174 0.354803 0.126584 -0.0560815 0.271277 -0.0229767
-0.0867158 0.39254 0.482423 -0.274665 -0.159157 0.2096
0.185062 -0.0164629 -0.327525 -0.0606116 0.346823 -0.218194
0.511024 -0.461161 -0.103476 0.56313 0.70181 -0.0454387
-0.209326 -0.355181 0.0497421 -0.00159154 -0.269161 0.454942
0.452043 -0.769434 -0.489686 0.108958 -0.0367831 -0.236393
1.44752 2.78895 -0.0562132 -0.225457 -0.508933 -0.302208
0.26233 -1.10019 0.0374947 0.681061 0.27742 0.300319
0.25375 0.850124 -0.00462362 -0.0388925 0.105645 -0.130165
0.426159 2.02411 0.134282 0.368645 -0.149454 0.454636
0.239701 -0.499924 -0.107046 0.385318 -0.0959545 -0.202013
0.186173 0.0898165 -0.0822107 0.513932 0.0561655 -0.0339443
1.38242 2.16409 -0.126502 -0.155938 -0.540989 -0.797425
-0.476124 -0.597911 0.0390344 -0.429641 -0.131267 0.723521
0.272303 -1.12814 0.104972 -0.134325 -0.0674797 -0.0356762
-0.129159 -0.429147 0.115986 0.161937 0.708448 0.447941
1.98303 2.77433 -0.338789 0.323854 -0.0124026 -0.165515
-0.0289672 -0.0446386 0.0875819 -0.211975 0.445024 0.473472
0.240831 0.95893 0.0696971 -0.315558 -0.348045 0.0569547
1.43375 2.05053 -0.0896363 -0.493809 0.570326 0.0873439
-0.0272785 -1.07142 -0.115584 -0.12203 0.47841 -0.240261
0.248353 0.10325 -0.479763 0.13103 0.379598 0.328431
0.0504456 0.46895 0.022889 -0.0827547 0.138649 0.105954
1.57025 3.15159 0.228363 -0.0843276 0.154158 0.536318
-0.188351 0.774073 0.299142 -0.234498 0.124385 0.415358
-0.176191 -0.110432 0.351871 0.0932802 -0.123188 0.229528
1.74074 2.82312 0.0341127 0.286597 -0.172118 0.353172
1.86898 2.87684 -0.032005 0.0652944 -0.020232 0.377145
1.70243 2.17576 -0.15514 -0.586446 -0.175988 -0.278725
-0.0598692 -0.219444 0.0916263 0.389724 -0.772879 -0.050008
0.347157 1.57356 0.377688 -0.364697 0.314562 0.162064
0.3141 -1.64032 0.182264 0.158519 -0.328608 0.0187935
0.341783 -0.0672458 -0.42783 -0.351305 0.0529283 0.115412
0.0180391 0.176602 0.146246 -0.024452 0.0132643 0.00130553
-0.203253 -0.494545 -0.0750757 -0.0313423 -0.0630493 0.29401
-0.125229 1.22369 0.226482 0.0807737 -0.0861781 0.211666
-0.177842 -2.09923 0.210366 0.304702 -0.00175238 -0.782183
-0.0383842 -1.45995 -0.446238 0.0907384 0.125048 0.0541229
0.156176 -0.00277795 0.0431786 -0.414588 0.152124 -0.336681
-0.491019 -0.853409 -0.331594 -0.141318 0.239843 0.0124146
0.153374 0.777499 0.114172 -0.0179219 0.260801 -0.108245
2.15469 2.3727 0.0464968 0.0923185 0.0826291 0.143486
-0.078521 0.554532 -0.120203 0.109624 0.254627 0.224172
-0.174064 0.844151 -0.036651 0.639245 -0.144618 -0.323856
0.952425 3.20332 -0.175453 -0.14396 -0.0565594 0.276815
0.17999 0.161187 0.0259823 -0.070631 -0.267631 0.0361523
-0.416211 -0.63731 0.167552 0.119916 -0.0428057 0.135963
-0.00218167 -0.91174 0.00244699 -0.51761 -0.0677628 0.273413
0.392488 1.28682 0.0247822 0.333493 -0.345109 -0.0653301
0.689462 2.65346 0.650485 -0.210111 0.432388 0.162171
-0.138479 -0.734839 0.113177 -0.407277 0.58322 -0.387405
-0.0244085 -1.63764 0.146652 0.341389 -0.172167 0.173467
1.20906 2.73349 0.492246 0.421213 -0.254443 0.264108
1.30539 2.79328 -0.204687 -0.218619 -0.0369226 0.0504992
-0.245402 1.37799 0.358933 0.319503 0.0643399 0.269768
1.59687 2.28729 -0.0487002 -0.197186 0.163627 -0.124748
-0.0399383 0.365004 0.374303 0.327399 -0.351177 -0.285754
0.255041 0.109863 0.025073 -0.0208636 0.0652699 0.220098
0.436768 -0.442417 0.0360108 0.0712422 0.341187 -0.37865
0.0377954 0.151692 -0.410747 -0.232497 0.0176319 0.180209
-0.00288241 0.870865 0.102011 0.29316 0.0405447 0.379457
-0.0946935 -0.264298 -0.290154 -0.553745 0.0186399 -0.677433
0.444467 -0.681366 -0.310818 0.45174 -0.26282 0.125205
-0.0482953 -0.963482 0.380844 -0.491819 -0.366968 -0.054847
-0.0356378 -0.422735 -0.317546 0.116501 -0.25459 0.171681
1.35155 2.34693 -0.394617 -0.145836 -0.376128 -0.340463
0.16115 -0.276123 -0.11829 -0.414036 0.0410273 -0.114728
0.0314632 1.43845 0.251895 0.433795 0.090022 0.140094
-0.375653 -0.0148254 -0.0319389 -0.500663 0.279347 -0.206644
-0.344637 -0.460549 -0.335297 -0.151343 0.0635237 -0.539613
0.113477 0.539427 -0.215 0.593375 0.529599 -0.176463
-0.0895537 1.16606 -0.0216872 -0.436434 0.316876 0.529923
0.477057 -0.897906 0.0555869 0.0828037 -0.0670642 -0.0847413
-0.199006 -1.58524 0.0971101 0.0916394 0.365958 -0.390142
0.148997 0.334872 0.0975934 0.108377 0.345164 -0.209307
0.11981 -0.372731 0.515219 -0.20701 0.00791608 0.22502
-0.0380167 -0.258587 0.294178 0.226925 0.220075 0.43849
0.0645566 -0.980236 -0.324643 -0.124979 0.489281 0.20335
-0.00397708 0.0465913 -0.242275 -0.00727983 0.261523 -0.243938
0.0241131 -0.152853 0.524424 -0.00713916 -0.373198 -0.360954
0.0930355 1.30693 -0.356972 -0.140825 -0.22956 -0.55354
0.165709 1.25371 0.120667 0.0766127 -0.214472 -0.47635
-0.313063 -0.84737 -0.0206188 -0.329127 -0.208329 -0.408097
0.992895 2.51911 -0.205147 -0.427251 -0.51259 -0.20086
1.42143 2.82846 0.271933 -0.337341 -0.204888 -0.158385
-0.0249351 -0.279499 -0.213355 0.00603091 0.485024 -0.366898
-0.22713 0.889701 0.317904 -0.217245 -0.363549 -0.742224
-0.787365 0.706188 -0.503208 -0.335773 0.308175 0.19944
-0.470538 -0.367934 0.0195286 0.452825 -0.085168 0.0429201
-0.054813 0.839444 -0.543834 -0.233478 0.230054 -0.170149
0.191002 -0.265263 0.000908667 0.165149 0.205689 0.447981
-0.502375 -0.864626 0.314832 0.0850579 -0.2156 -0.202297
1.2353 2.96886 0.11718 -0.0350484 0.178743 0.215668
0.241135 0.0847777 0.414329 -0.0454523 0.0233197 -0.337879
1.71993 2.99579 -0.521619 -0.161858 -0.568128 -0.09241
0.124948 -0.0896549 0.194043 0.165611 0.168143 -0.0153226
0.034928 -1.87125 -0.137591 0.292349 0.380802 0.00675555
0.703442 1.25364 0.562206 0.0902434 -0.170847 -0.449999
-0.197784 -0.240924 -0.0549443 0.688465 -0.0356654 0.149762
-0.183879 -0.432615 -0.0649054 0.469611 0.3101 0.120126
0.013885 1.09862 0.315085 0.0320265 0.515892 0.287616
0.267781 0.72121 -0.174948 -0.0692741 -0.121079 0.115299
1.34 1.47322 -0.423679 -0.0732655 -0.246634 -0.226946
0.329937 0.190601 -0.0596904 0.373435 0.222538 -0.0386196
0.221649 1.87635 -0.0386589 0.0323035 0.30174 0.33648
0.332386 0.234028 0.689632 -0.258635 0.079972 0.000984275
1.17158 2.00252 -0.401621 -0.268595 -0.502333 -0.536012
-0.148951 -1.10606 -0.398158 0.0383548 0.381577 -0.225554
-0.419775 -0.261956 0.361843 -0.236622 -0.0131665 0.391419
2.11824 2.46695 -0.0543744 -0.0581843 -0.161357 -0.0495246
-0.232838 -0.304803 -0.0329134 0.00165818 -0.480806 -0.0819525
1.08552 2.87853 -0.258066 -0.0485269 -0.101831 0.389172
-0.0408839 0.448299 0.107475 -0.115931 -0.253135 0.100768
0.208382 -0.0340151 -0.11841 -0.140255 -0.0243847 0.248703
-0.0857357 0.0301466 -0.0958017 -0.499267 0.107918 0.0821401
1.37964 2.76566 -0.31493 -0.107682 0.286053 -0.0456074
-0.0324287 0.147226 0.379514 -0.26973 0.444071 0.144162
-0.141119 0.676824 -0.220977 -0.361951 0.276768 -0.408088
0.104221 0.212139 -0.279526 -0.0168345 0.209678 0.0759145
0.165264 -0.745652 -0.491973 -0.0591284 -0.0935628 0.376301
-0.441173 -1.03954 0.333935 -0.172006 0.0940176 0.0866035
-0.115475 -0.139711 -0.0814721 -0.133675 -0.144792 -0.353077
-0.292391 1.18336 -0.542429 0.503946 -0.215633 -0.0433035
-0.11752 1.20277 -0.140145 0.162317 -0.124559 0.114914
0.0923889 0.463322 -0.094101 -0.139632 0.0684378 -0.121166
0.0511388 -0.376198 0.0876917 -0.182023 0.687405 0.0433208
1.93607 2.88442 0.117305 -0.0944024 -0.116362 0.08433
0.264019 -0.314237 0.120468 0.0130569 0.250814 -0.150265
1.6304 2.75944 -0.253057 -0.36918 -0.258798 -0.0683824
0.245476 -1.11458 0.140721 -0.207997 -0.0364972 -0.273068
0.32676 -0.232655 0.187406 0.418571 -0.4189 0.54958
-0.502117 -0.972004 -0.022511 -0.0429609 0.182566 -0.204598
1.36761 2.40629 -0.786403 -0.317272 0.750069 0.423935
-0.129381 0.420805 0.443794 -0.0805163 -0.082007 -0.0876355
0.113016 -0.722612 -0.263656 -0.477752 -0.0694702 0.164925
0.0470333 0.623471 0.177466 0.40153 -0.0981616 0.190682
1.52993 2.41026 0.257229 0.287404 0.345855 0.0371234
0.235215 -0.703104 0.0111148 0.00523581 -0.0919012 -0.124999
-0.227018 -0.255923 -0.179497 0.0966077 0.319317 0.0273696
0.102964 0.699069 0.038994 -0.106713 -0.643147 0.501917
0.0921324 0.178934 0.212676 0.303088 -0.284654 -0.113846
-0.0649957 0.963262 0.00987255 -0.212775 0.396888 0.0200339
0.326178 -0.0643483 -0.16665 0.429166 -0.0431592 0.0620365
0.30022 -1.16407 -0.120105 -0.394335 -0.373823 -0.43053
0.158828 -0.51684 0.0825504 -0.364857 -0.352364 0.0165004
-0.306473 -0.723817 0.149502 0.168987 -0.141144 -0.151076
0.681465 1.49661 -0.456946 0.15464 -0.0450382 -0.22421
-0.00349213 0.943722 -0.0502676 -0.0322604 0.0705615 -0.13997
0.469741 0.138445 -0.531445 0.0082018 0.0353129 0.175687
0.301391 0.374302 0.372876 -0.124551 -0.0135404 -0.313226
-0.383888 -1.30654 -0.12491 0.231111 0.417162 -0.0291197
-0.338065 0.641227 0.344306 -0.204262 -0.109837 -0.612867
-0.260472 -0.190924 -0.0172697 0.277059 0.0679174 0.164554
0.00945374 -1.95371 -0.508471 0.0171004 -0.117663 -0.356113
-0.259623 0.707539 -0.777586 -0.0684628 0.0506803 0.0982549
0.239625 1.10188 -0.313084 0.275504 0.245979 -0.370023
0.139904 -0.152138 -0.0193361 -0.299842 -0.20242 -0.318725
1.18412 2.27574 0.152514 -0.243582 -0.201571 0.564976
0.086732 -1.02661 -0.0934543 -0.21776 -0.418295 -0.0159444
1.94906 2.45199 -0.207643 0.404067 -0.231378 0.188207
0.256004 1.21718 0.545645 0.289083 -0.17536 0.371849
-0.217813 0.49795 -0.0703981 0.050387 -0.102566 -0.246901
0.773106 2.26229 0.0513536 -0.0257525 0.226018 0.0585204
-0.219033 1.25236 -0.0717094 -0.0146621 0.352339 0.378694
0.0591155 1.16921 0.0710596 0.465205 -0.322441 -0.199584
0.193774 -1.79963 0.269897 -0.204441 0.298765 0.0188868
-0.384835 1.05633 -0.170521 0.014905 0.277871 -0.408436
-0.556925 0.23844 -0.0990421 -0.0157344 0.149543 0.204722
0.266789 -0.339624 0.500269 -0.399446 -0.121235 0.312105
-0.630995 -0.264831 0.0409265 0.527007 0.0232275 -0.0209779
-0.207861 0.505672 0.204635 -0.123714 -0.334544 0.099783
0.137268 -0.338134 0.539447 0.00738041 -0.628795 0.543025
0.0226205 1.87948 -0.263133 0.730411 0.0792947 -0.116797
-0.243181 -0.607106 0.551339 -0.107459 0.213154 -0.0736247
